"id","english","part_of_speech","created_at","updated_at"
3535,"sandwich","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3536,"tear","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3537,"nose","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3538,"key","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3539,"bell","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3540,"Hawaii","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3541,"cloud","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3542,"western","形容詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3543,"attention","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3544,"process","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3545,"sleepy","形容詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3546,"speed","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3547,"bone","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3548,"Britain","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3549,"seed","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3550,"singer","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3551,"Sydney","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3552,"expression","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3553,"quietly","副詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3554,"merchant","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3555,"California","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3556,"shrine","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3557,"magic","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3558,"queen","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3559,"sheet","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3560,"hunter","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3561,"dirty","形容詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3562,"happiness","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3563,"joy","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3564,"guest","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3565,"officer","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3566,"bean","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3567,"user","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3568,"sheep","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3569,"per","前置詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3570,"soup","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3571,"west","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3572,"Korea","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3573,"toilet","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3574,"expert","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3575,"vending machine","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3576,"entrance","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3577,"actor","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3578,"wide","形容詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3579,"successful","形容詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3580,"convenience","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3581,"koala","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3582,"poster","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3583,"penguin","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3584,"railway","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3585,"ballet","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3586,"anyway","副詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3587,"understanding","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3588,"count","動詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3589,"musician","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3590,"breath","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3591,"circle","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3592,"president","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3593,"cloudy","形容詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3594,"popcorn","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3595,"Germany","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3596,"potato","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3597,"addition","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3598,"address","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3599,"pressure","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3600,"challenge","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3601,"soft","形容詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3602,"lifestyle","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3603,"wallet","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3604,"beef","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3605,"wise","形容詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3607,"rugby","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3608,"rope","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3609,"leaflet","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3610,"clever","形容詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3611,"grass","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3612,"seventy","形容詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3613,"surprise","動詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3614,"fry","動詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3615,"anger","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3616,"completely","副詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3617,"passenger","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3618,"competition","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3619,"mouse","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3620,"loud","形容詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3621,"airplane","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3622,"exactly","副詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3623,"bottom","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3624,"bacteria","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3625,"tunnel","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3626,"swallow","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3627,"worse","疑問詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3628,"discovery","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3629,"advertisement","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3630,"master","動詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3631,"elevator","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3632,"pound","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3633,"pop","形容詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3634,"shell","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3635,"tower","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3636,"oil","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3637,"silent","形容詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3638,"behavior","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3639,"fisherman","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3640,"necklace","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3641,"powder","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3642,"Berlin","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3643,"somewhere","副詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3644,"surprising","形容詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3645,"powerful","形容詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3646,"African","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3647,"hill","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3648,"anymore","副詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3649,"success","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3650,"snake","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3651,"Antarctica","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3652,"skate","動詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3653,"vote","動詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3654,"bride","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3655,"wheelchair","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3656,"cousin","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3657,"disappointed","形容詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3658,"pair","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3659,"pink","形容詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3660,"development","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3661,"gesture","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3662,"partner","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3663,"personal","形容詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3664,"Singapore","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3665,"pond","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3666,"sail","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3667,"zone","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3668,"sixty","形容詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3669,"below","前置詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3670,"finger","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3671,"noon","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3672,"electric","形容詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3673,"everywhere","副詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3674,"wet","形容詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3675,"original","形容詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3676,"panda","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3677,"rabbit","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3678,"racket","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3679,"score","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3680,"pool","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3681,"cage","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3682,"sale","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3683,"happily","副詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3684,"direction","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3685,"sand","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3686,"total","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3687,"brown","形容詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3688,"drama","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3689,"housework","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3690,"bite","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3691,"medical","形容詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3692,"curry","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3693,"female","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3694,"interviewer","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3695,"cave","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3696,"gun","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3697,"shark","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3698,"originally","副詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3699,"forever","副詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3700,"mile","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3701,"homeroom","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3702,"United Kingdom","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3703,"stranger","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3704,"gray","形容詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3705,"scissors","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3706,"crow","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3707,"comma","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3708,"weight","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3709,"Paris","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3710,"storm","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3711,"tail","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3712,"couple","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3713,"cicada","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3714,"fifth","形容詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3715,"spot","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3716,"base","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3718,"knife","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3719,"Miss","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3720,"remain","動詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3721,"Roman","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3722,"chain","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3723,"dolphin","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3724,"album","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3725,"dancer","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3726,"ghost","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3727,"Venus","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3728,"kitten","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3729,"rain forest","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3730,"yeah","副詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3731,"Spanish","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3732,"crowded","形容詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3733,"certainly","副詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3734,"bit","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3735,"Italy","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3736,"nest","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3737,"postcard","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3738,"spirit","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3739,"novel","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3740,"danger","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3741,"loss","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3742,"camel","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3743,"anywhere","副詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3744,"brush","動詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3745,"engine","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3746,"cloth","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3747,"sunlight","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3748,"nut","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3749,"bulb","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3751,"menu","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3752,"Asian","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3753,"Australian","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3754,"cultural","形容詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3755,"directly","副詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3756,"neck","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3757,"block","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3758,"golden","形容詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3759,"hometown","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3760,"beauty","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3761,"collection","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3762,"hunt","動詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3763,"limit","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3764,"pack","動詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3765,"diary","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3766,"media","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3767,"painter","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3768,"assistance","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3769,"onto","前置詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3770,"slide","動詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3771,"text","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3772,"film","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3773,"Finland","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3774,"cafeteria","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3775,"kick","動詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3776,"shoulder","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3777,"towel","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3778,"basic","形容詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3779,"foreigner","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3780,"European","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3781,"unhappy","形容詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3782,"sixteen","形容詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3783,"traveler","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3784,"violin","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3785,"yard","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3786,"connection","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3787,"exam","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3788,"monkey","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3789,"male","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3790,"online","形容詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3791,"safely","副詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3792,"exhibition","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3793,"force","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3794,"sticky","形容詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3795,"grandparent","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3796,"cream","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3797,"knock","動詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3798,"wooden","形容詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3799,"plate","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3800,"thirteen","形容詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3801,"winner","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3802,"hero","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3803,"environmental","形容詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3804,"pilot","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3805,"sensor","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3806,"bakery","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3807,"operation","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3808,"craft","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3809,"dust","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3810,"pie","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3811,"wine","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3812,"volcano","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3813,"bubble","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3814,"printer","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3815,"beside","前置詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3816,"photograph","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3817,"branch","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3818,"discussion","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3819,"waiter","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3820,"handmade","形容詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3821,"signal","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3822,"trumpet","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3823,"hurricane","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3824,"deeply","副詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3825,"fourteen","形容詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3826,"apartment","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3827,"corn","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3828,"ourselves","代名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3829,"worst","形容詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3830,"Dutch","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3831,"lemon","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3832,"café","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3833,"fence","名詞","2023-09-09 07:15:45","2023-09-09 07:15:45"
3834,"greenhouse","名詞","2023-09-09 07:15:46","2023-09-09 07:15:46"
3835,"organization","名詞","2023-09-09 07:15:46","2023-09-09 07:15:46"
3836,"inch","名詞","2023-09-09 07:15:46","2023-09-09 07:15:46"
3837,"none","副詞","2023-09-09 07:15:46","2023-09-09 07:15:46"
3838,"purse","名詞","2023-09-09 07:15:46","2023-09-09 07:15:46"
3839,"horn","名詞","2023-09-09 07:15:46","2023-09-09 07:15:46"
3840,"exploration","名詞","2023-09-09 07:15:46","2023-09-09 07:15:46"
3841,"refugee","名詞","2023-09-09 07:15:46","2023-09-09 07:15:46"
3842,"colorful","形容詞","2023-09-09 07:15:46","2023-09-09 07:15:46"
3843,"bar","名詞","2023-09-09 07:15:46","2023-09-09 07:15:46"
3844,"Italian","名詞","2023-09-09 07:15:46","2023-09-09 07:15:46"
3845,"roof","名詞","2023-09-09 07:15:46","2023-09-09 07:15:46"
3846,"German","名詞","2023-09-09 07:15:46","2023-09-09 07:15:46"
3847,"title","名詞","2023-09-09 07:15:46","2023-09-09 07:15:46"
3848,"chef","名詞","2023-09-09 07:15:46","2023-09-09 07:15:46"
3849,"honest","形容詞","2023-09-09 07:15:46","2023-09-09 07:15:46"
3850,"impression","名詞","2023-09-09 07:15:46","2023-09-09 07:15:46"
3851,"reporter","名詞","2023-09-09 07:15:46","2023-09-09 07:15:46"
3852,"salad","名詞","2023-09-09 07:15:46","2023-09-09 07:15:46"
3853,"single","形容詞","2023-09-09 07:15:46","2023-09-09 07:15:46"
3854,"reuse","動詞","2023-09-09 07:15:46","2023-09-09 07:15:46"
3855,"shelf","名詞","2023-09-09 07:15:46","2023-09-09 07:15:46"
3856,"tube","名詞","2023-09-09 07:15:46","2023-09-09 07:15:46"
3857,"tray","名詞","2023-09-09 07:15:46","2023-09-09 07:15:46"
3858,"aquarium","名詞","2023-09-09 07:15:46","2023-09-09 07:15:46"
3859,"calligraphy","名詞","2023-09-09 07:15:46","2023-09-09 07:15:46"
3860,"laughter","名詞","2023-09-09 07:15:46","2023-09-09 07:15:46"
3861,"mascot","名詞","2023-09-09 07:15:46","2023-09-09 07:15:46"
3862,"riddle","名詞","2023-09-09 07:15:46","2023-09-09 07:15:46"
3863,"wizard","名詞","2023-09-09 07:15:46","2023-09-09 07:15:46"
3864,"manager","名詞","2023-09-09 07:15:46","2023-09-09 07:15:46"
3865,"chicken","名詞","2023-09-09 07:15:46","2023-09-09 07:15:46"
3866,"hunting","名詞","2023-09-09 07:15:46","2023-09-09 07:15:46"
3867,"pleasure","名詞","2023-09-09 07:15:46","2023-09-09 07:15:46"
3868,"stomach","名詞","2023-09-09 07:15:46","2023-09-09 07:15:46"
3869,"eighteen","形容詞","2023-09-09 07:15:46","2023-09-09 07:15:46"
3870,"final","形容詞","2023-09-09 07:15:46","2023-09-09 07:15:46"
3871,"smoke","名詞","2023-09-09 07:15:46","2023-09-09 07:15:46"
3872,"bake","動詞","2023-09-09 07:15:46","2023-09-09 07:15:46"
3873,"pattern","名詞","2023-09-09 07:15:46","2023-09-09 07:15:46"
3874,"designer","名詞","2023-09-09 07:15:46","2023-09-09 07:15:46"
3875,"rocket","名詞","2023-09-09 07:15:46","2023-09-09 07:15:46"
3876,"stream","名詞","2023-09-09 07:15:46","2023-09-09 07:15:46"
3877,"Thailand","名詞","2023-09-09 07:15:46","2023-09-09 07:15:46"
3878,"weed","名詞","2023-09-09 07:15:46","2023-09-09 07:15:46"
3879,"carbon","名詞","2023-09-09 07:15:46","2023-09-09 07:15:46"
3880,"Hawaiian","名詞","2023-09-09 07:15:46","2023-09-09 07:15:46"
3881,"mosquito","名詞","2023-09-09 07:15:46","2023-09-09 07:15:46"
3882,"candle","名詞","2023-09-09 07:15:46","2023-09-09 07:15:46"
3883,"discuss","動詞","2023-09-09 07:15:46","2023-09-09 07:15:46"
3884,"embarrassed","形容詞","2023-09-09 07:15:46","2023-09-09 07:15:46"
3885,"flat","形容詞","2023-09-09 07:15:46","2023-09-09 07:15:46"
3886,"including","前置詞","2023-09-09 07:15:46","2023-09-09 07:15:46"
3887,"jacket","名詞","2023-09-09 07:15:46","2023-09-09 07:15:46"
3888,"match","名詞","2023-09-09 07:15:46","2023-09-09 07:15:46"
3889,"button","名詞","2023-09-09 07:15:46","2023-09-09 07:15:46"
3890,"liter","名詞","2023-09-09 07:15:46","2023-09-09 07:15:46"
3891,"seriously","副詞","2023-09-09 07:15:46","2023-09-09 07:15:46"
3892,"sir","名詞","2023-09-09 07:15:46","2023-09-09 07:15:46"
3893,"copy","名詞","2023-09-09 07:15:46","2023-09-09 07:15:46"
3894,"Greek","名詞","2023-09-09 07:15:46","2023-09-09 07:15:46"
3895,"heaven","名詞","2023-09-09 07:15:46","2023-09-09 07:15:46"
3896,"medal","名詞","2023-09-09 07:15:46","2023-09-09 07:15:46"
3897,"Korean","名詞","2023-09-09 07:15:46","2023-09-09 07:15:46"
3898,"shower","名詞","2023-09-09 07:15:46","2023-09-09 07:15:46"
